layer,neuron,p_value,effect_size_d,moral_mean,neutral_mean
1,1566,2.0199994463741509e-47,0.9714740764604729,-0.010269175,-0.048739456
1,1571,9.57681268150264e-68,1.2302437452094912,-0.05971034,-0.090572365
1,1582,2.099536734594924e-41,0.8936584352065614,0.15898556,0.11119793
1,1599,7.00922786757491e-51,1.0052744165769336,0.05550062,0.017065402
1,1606,9.725582475498636e-77,1.2815909212110816,0.04366026,0.0109309
1,1637,1.0075454218721026e-39,0.8756198830821695,-0.023902768,-0.026478702
1,1656,1.4479063299347423e-34,0.8094301069923773,-0.040663745,-0.081239745
1,1663,2.1779299087790925e-65,1.164970249915075,0.079275906,0.025925916
1,1680,3.1333093147024525e-80,1.349235164638188,0.08210387,-0.008751843
1,1732,6.621726336591384e-36,0.8235343236895002,-0.0879012,-0.10242134
1,1761,9.040908622553752e-76,1.274539138420892,-0.0069297696,-0.052853685
1,1784,1.1675200967166866e-36,0.8337945656934151,0.042714775,0.017425679
1,1831,8.83818681038012e-49,0.9811915582105432,0.051242888,0.031579178
1,1850,3.1019211513714278e-34,0.8024927934764052,0.11157075,0.083167434
1,1854,4.494333268708123e-52,1.0212328856251702,-0.02541346,-0.05488454
1,1873,1.8759685507778559e-62,1.1894088220900507,-0.056318052,-0.12549631
1,1879,8.338948937459053e-90,1.4196932287686441,0.07466513,0.017328957
1,1992,1.7183513652872554e-36,0.8321721923213002,-0.09162393,-0.104428664
1,1993,3.2031281202482047e-38,0.853210893595992,0.030438295,-0.0027321177
1,2030,4.025533054411065e-35,0.815418785014245,0.073121846,0.0370502
1,2094,7.468424667946978e-78,1.2929750434761318,0.14594088,0.12436295
1,2095,9.630672210376704e-40,0.8726191366774043,-0.101747885,-0.107155204
1,2116,1.0760583156487577e-88,1.4223137054165476,0.10682442,0.015951123
1,2128,1.7555689257879242e-53,1.0569646079954493,-0.03500222,-0.11841522
1,2131,2.7674076901629804e-42,0.9043117626965529,-0.0023688753,-0.012572528
1,2138,1.5090026334214007e-44,0.9313875011104884,0.08981202,0.039796583
1,2142,1.2795840501138199e-55,1.0591330871339704,-0.09899843,-0.11020551
1,2171,2.5168002193969403e-52,1.0236219740975538,-0.05589499,-0.09151827
1,2256,5.648483626733298e-54,1.0463885733874538,-0.051448807,-0.08757589
1,2288,1.0923422675383286e-34,0.8154552918373618,-0.04479912,-0.08299282
1,2330,3.9221275818291296e-63,1.1403998795943906,0.23606506,0.19108672
1,2339,2.0352736576228685e-102,1.541937423938695,0.047291633,-0.023892067
1,2362,1.0538335853748777e-74,1.2654245207879251,0.021028941,-0.031613324
1,2387,1.8357817048589643e-36,0.8319603702542351,0.052159254,0.02419596
1,2424,2.7115358158774674e-97,1.4842269692447527,0.063548364,0.027896896
1,2444,5.570292447078217e-45,0.9363594997437518,0.039365645,0.006627574
1,2455,8.283628122447135e-36,0.8266738910086654,0.008132243,-0.029325014
1,2511,1.2485514645616407e-60,1.1156423609916954,-0.08518605,-0.09203188
1,2517,9.717481903619572e-107,1.620306117914685,0.06558003,-0.02562938
1,2532,1.1634300132765584e-118,1.7443057861655502,0.018463088,-0.07370002
1,2533,3.1289044254852223e-57,1.0768046216513585,0.07955975,0.04152865
1,2536,3.075053348924849e-40,0.8827139040358193,-0.12785938,-0.13119522
1,2611,8.032410684343487e-43,0.9105923357460044,0.037216716,-0.00092266634
1,2669,3.4866517724642274e-36,0.8295323255231052,0.019359905,-0.013681204
1,2678,2.383653783909423e-49,0.9883059943399757,-0.12187554,-0.12907434
1,2683,4.8954975999577074e-54,1.0410025722279908,0.0771387,0.029519081
1,2726,3.237440562985187e-50,0.998044362206964,0.0021820364,-0.0401961
1,2737,1.899780893499458e-63,1.1570626658652423,0.032110725,0.011239367
1,2777,1.3332560129752302e-78,1.3006724741016438,-0.057314415,-0.07797908
1,2783,1.1064773841884114e-37,0.8465376941170408,0.06041726,0.02882679
1,2786,4.573425485071459e-41,0.8888532840949591,0.052123383,0.025491167
1,2824,2.0601934058958323e-36,0.8304297230568314,-0.013811327,-0.044126496
1,2849,5.7082973030372905e-109,1.6039235131906966,-0.06347324,-0.07589998
1,2912,9.451008013012874e-58,1.0872346065243517,0.013305731,-0.028833995
1,2918,4.374089548687495e-38,0.8515267206090487,0.090539895,0.045863062
1,2931,3.458167099859072e-51,1.0230548361217284,-0.019138504,-0.07190424
1,2933,1.4679107622471499e-136,1.9472241545114202,0.050059758,-0.095212914
1,2968,3.687785045402674e-55,1.0540160783895183,0.056925748,0.0036000349
1,2981,1.0815385485220289e-53,1.0375039638582118,-0.01345957,-0.037257727
1,3019,2.803684309212193e-40,0.8802284530449563,0.00405082,-0.033993013
1,3027,2.8790443285793665e-72,1.2470074139828522,-0.033210326,-0.07741011
2,104,3.449207563652319e-37,0.8474048932246646,-0.01651271,-0.057220023
2,107,5.638129574534682e-59,1.1239133077170111,-0.043323997,-0.09869812
2,126,2.9196097003724175e-69,1.2744912839460392,0.049719725,-0.032846328
2,173,6.038082687870808e-57,1.085758772066264,0.054281108,-0.027830673
2,180,6.698460174659208e-57,1.0728172379123404,-0.009887187,-0.019653434
2,194,6.378202584937985e-36,0.8298988886796147,-0.07096742,-0.09682775
2,225,6.517730903862454e-41,0.9037744779223162,-0.07719903,-0.1202041
2,248,6.0424359111944905e-37,0.8396997925840985,-0.031708106,-0.041016378
2,267,5.477782658749151e-46,0.95604521350556,-0.035412636,-0.041404042
2,308,1.409919494983911e-53,1.0537166939304146,-0.018735027,-0.029638128
2,317,4.318175863626006e-54,1.065124013043404,-0.021427933,-0.08147333
2,390,4.448626749873071e-81,1.3402764977225536,-0.043121934,-0.057240576
2,420,8.745155131825106e-51,1.0159176454293348,-0.021548862,-0.029474376
2,425,8.759978500189575e-51,1.0089652951748886,-0.091952585,-0.11152013
2,472,8.855254630283588e-62,1.1267202433340118,-0.016282566,-0.052736986
2,475,1.4537335487096795e-61,1.1240322242735064,-0.0018154926,-0.055345464
2,485,5.755169229298061e-49,0.9832391159469637,0.103632845,0.062005844
2,523,9.820379501926251e-36,0.8398384015706413,-0.0315097,-0.10939904
2,565,2.956693622318595e-41,0.9116392152909505,-0.062118135,-0.1009471
2,598,4.8416185700617644e-39,0.8657020973496586,-0.044894256,-0.082121946
2,609,1.377338092734491e-75,1.272057574724525,0.052520026,0.0032033066
2,649,3.6215036932542887e-34,0.801597818469295,0.010449315,-0.036361918
2,653,9.70886006408008e-58,1.092952665249267,-0.042423904,-0.060624156
2,663,1.4412224906842067e-98,1.4983662106334812,-0.027586177,-0.044276346
2,671,1.288207148150695e-56,1.0747484630794286,-0.051560365,-0.072561264
2,682,1.1002923270330589e-57,1.0830323790550211,-0.013852079,-0.049670182
2,704,9.99947378450973e-71,1.2298679233099856,0.014368836,-0.054011993
2,714,1.0639888884967761e-36,0.8337577624629335,0.19751479,0.16077997
2,738,2.0299150697542936e-63,1.1669759535320083,-0.01484704,-0.07752478
2,757,4.283182779601195e-47,0.9623140429738886,-0.08559173,-0.104084946
2,783,2.966059503069527e-108,1.679834414329348,0.09113666,-0.021319604
2,808,3.377070767523409e-61,1.1255000992265922,-0.050286036,-0.06845471
2,811,4.395923875125624e-65,1.161117974376227,0.04121888,-0.0042993347
2,857,2.4687371506470854e-55,1.0555104730073195,-0.049902957,-0.06269863
2,925,3.210383038224041e-50,1.0388148514061126,-0.006489953,-0.049569987
2,1011,2.1179940042089032e-38,0.8614529334857054,-0.06423535,-0.08598985
2,1037,1.423282635505702e-42,0.9092258240993888,0.04169533,0.0046445513
2,1069,6.054757145400255e-54,1.0487459102790544,0.0017293921,-0.07020822
2,1073,2.3627156976813742e-39,0.8676772652021255,0.020593781,-0.015678063
2,1077,3.837390550514915e-68,1.201740451591027,-0.051110897,-0.079990745
2,1160,4.730517274950907e-76,1.2747970667910853,-0.08780843,-0.10968533
2,1215,7.831557116322013e-57,1.0720818621280928,0.14778405,0.06073339
2,1263,4.478306362657107e-36,0.8257085625625277,-0.09660203,-0.106941015
2,1279,7.383377076674277e-48,0.976360324158231,-0.0030897397,-0.0034932683
2,1378,2.75173014308609e-78,1.316866079556104,-0.023727199,-0.031778056
2,1393,6.66014636222597e-109,1.645044533983436,-0.017740894,-0.031051213
2,1401,1.4273220590958375e-37,0.8453866903235306,-0.06714375,-0.08227722
2,1403,4.614992214469818e-87,1.384596212421256,0.016021855,-0.029879851
2,1427,1.78522230132943e-47,0.9738840831802499,-0.008813914,-0.009779402
2,1462,8.93314199042491e-38,0.8483040624901064,-0.0779148,-0.09528671
2,1464,3.7683311992048255e-37,0.844773561759727,-0.028496528,-0.06828801
2,1485,1.6544436263316331e-47,0.999355720503707,6.188011e-05,-0.080023274
2,1534,2.289911647072769e-53,1.033463168224539,-0.07646387,-0.099642396
2,1543,5.99447513631319e-56,1.063445961984224,-0.092644304,-0.11506322
2,1685,1.2560452929482675e-37,0.846354910213492,0.124101534,0.047237143
2,1690,1.2089190581145968e-37,0.845883479218606,-0.005162569,-0.033300135
2,1709,2.40138259900084e-74,1.2608927765795668,-0.00902069,-0.062098753
2,1717,9.344341612726864e-47,0.9575016806920027,-0.021944396,-0.039584365
2,1718,1.8383293668292112e-73,1.2520827686866154,-0.09314778,-0.1136169
2,1725,5.002906325067083e-34,0.8009563356596248,-0.07580422,-0.09288569
2,1737,7.344068342088577e-70,1.2129812627316183,-0.06704175,-0.09118415
2,1786,9.973862150973882e-56,1.059912965605736,-0.08251331,-0.09723467
2,1791,2.8059477640733844e-42,0.9042675168308122,0.028868703,-0.005952731
2,1809,1.179259084494411e-34,0.8159915114118641,-0.07332745,-0.10195691
2,1848,7.97614253168235e-79,1.3458441767633875,-0.07797409,-0.110601805
2,1853,2.163815454807775e-47,0.969566759235469,-0.012834055,-0.049374696
2,1879,3.52664832982077e-34,0.8011106248994698,0.03576687,-0.048639014
2,1894,1.2976526071149849e-55,1.0607747709097788,-0.037858773,-0.04703417
2,1912,4.5997561859311517e-38,0.8514687090777203,0.08088504,0.041755218
2,1938,6.241434527417697e-38,0.8500619768544484,-0.03857721,-0.064599775
2,1970,7.047857280672681e-37,0.8360495789608493,0.011609569,-0.025078138
2,1990,1.2486592723429694e-64,1.1725913424877217,-0.024389304,-0.067007676
2,2023,2.86863278623954e-58,1.1163723177009977,-0.019209374,-0.07441196
2,2032,3.856735228959271e-43,0.9284492506074723,-0.04851404,-0.090538226
2,2051,5.378024418723359e-85,1.3874587871787876,-0.06628804,-0.08464052
2,2103,1.8296348906172928e-37,0.8442520943237681,0.11939684,0.08511047
2,2126,8.349349294610698e-85,1.380386751094775,-0.09056093,-0.124409944
2,2130,5.594177777803298e-50,0.9949531577335533,0.07715249,0.04055798
2,2140,1.5755852598390824e-51,1.0139818393507363,-0.064611316,-0.08120482
2,2173,5.232710527129955e-44,0.9278338961337959,-0.03887715,-0.046274118
2,2190,3.2364962719346356e-42,0.9032582877533152,0.031886466,-0.0017622006
2,2205,4.8317880691382096e-55,1.0555167352744335,-0.056914717,-0.073954836
2,2211,1.2712578872795851e-39,0.8717240576310716,-0.048784282,-0.06277846
2,2223,3.9709882075252955e-84,1.3603003748505194,0.026426781,-0.047756154
2,2232,1.9953808213405552e-51,1.036820559741312,-0.08306311,-0.117810205
2,2239,3.031370270895679e-37,0.845153568943031,-0.07469645,-0.09572907
2,2244,3.170792521011381e-48,0.9748017353094888,-0.07248737,-0.085970476
2,2255,8.836076374420723e-47,0.9642638944050718,-0.052504893,-0.08630809
2,2260,2.0938748800528483e-62,1.1326574549050685,0.13986057,0.055807862
2,2289,2.3240875211328484e-57,1.078490718906463,-0.10001015,-0.11220917
2,2312,2.989211395428257e-42,0.9044225385282638,-0.085467525,-0.111248456
2,2332,1.2151795826856255e-71,1.2461241313005265,-0.026429811,-0.033051938
2,2391,1.2513678781565947e-54,1.0488039343650208,0.017235627,-0.025145654
2,2395,9.054323374622224e-46,0.9519606490985976,-0.018947203,-0.058527797
2,2413,2.2456119600837417e-39,0.8685662850588264,-0.07988523,-0.09656522
2,2427,2.7817229175979614e-40,0.8790988049131039,-0.06251103,-0.07138678
2,2455,5.740887319622842e-36,0.8248133854163398,-0.009580414,-0.03551938
