layer,neuron_index,v_cohens_d,v_mean_diff,group
0,72,0.834318284989423,0.0015844813566654,all_virtue
0,73,1.0257963771826633,0.0688286237990614,all_virtue
0,89,0.9257015383334232,0.0360302760018385,all_virtue
0,94,0.8272808886606668,0.0336016705026268,all_virtue
0,105,0.8627718029294142,0.0496945721768715,all_virtue
0,117,0.95824445379573,0.0289738581542624,all_virtue
0,142,1.0874354030501108,0.0492022423893213,all_virtue
0,154,2.798325075232138,0.2238625704571604,all_virtue
0,162,0.9864334613885796,0.0191140872131909,all_virtue
0,170,0.9644978611145836,0.0089232971072196,all_virtue
0,195,0.9473858929661824,0.0313732292969944,all_virtue
0,239,0.9113868664847632,0.0417343325530237,all_virtue
0,243,0.8967059943208017,0.0371974649567782,all_virtue
0,282,0.8184921597912103,0.0401470810269529,all_virtue
0,321,1.2728940419855064,0.0082636237442493,all_virtue
0,377,1.0543250871596708,0.0469250766453042,all_virtue
0,388,1.1431728877846763,0.0451170238012564,all_virtue
0,408,1.2240713750165149,0.0234874808806926,all_virtue
0,426,1.0827249304746829,0.0957507471976568,all_virtue
0,434,1.2214991778646245,0.0577695420183008,all_virtue
0,499,0.9487646154722984,0.0460722507036698,all_virtue
0,503,0.9241165750913992,0.0091069581657648,all_virtue
0,575,1.3334195825391424,0.0217229659699369,all_virtue
0,600,1.2222376995542847,0.0795817150027542,all_virtue
0,609,1.1082761013874147,0.0566923871721373,all_virtue
0,614,0.928943077013346,0.0095367184150964,all_virtue
0,623,1.5112236929049343,0.0565374611616134,all_virtue
0,633,1.3723423438248972,0.0062320202738046,all_virtue
0,659,1.099914733204787,0.0279538608912844,all_virtue
0,669,1.1093289400965325,0.0949783398150466,all_virtue
0,673,0.8476811565687737,0.0338042225719982,all_virtue
0,675,1.0088814339939938,0.0521412784170461,all_virtue
0,716,0.8029043259280433,0.0393803719146526,all_virtue
0,734,0.8998279264093894,0.0095489804297685,all_virtue
0,752,1.036953190722702,0.0047292076051235,all_virtue
0,763,0.8849197096691143,0.0097785489484667,all_virtue
0,799,0.8207500839932229,0.0321656385962269,all_virtue
0,801,0.8467307440142382,0.0302576645284425,all_virtue
0,805,0.8004324298413521,0.0111936454102396,all_virtue
0,822,1.1880327512907196,0.0520809285214199,all_virtue
0,862,0.8213886389319813,0.0261648503965698,all_virtue
0,876,0.9241817743725664,0.0302422361829085,all_virtue
0,894,1.0331138017095958,0.0106742052659392,all_virtue
0,908,0.9385310277131904,0.0099145483449101,all_virtue
0,918,0.8008931098561674,0.0478013070305387,all_virtue
0,922,1.0081424103514656,0.0663712599372374,all_virtue
0,953,0.853522063840789,0.056148440423829,all_virtue
0,974,1.2108527958702544,0.0848248484183859,all_virtue
0,1019,1.640128390203629,0.0109483516065229,all_virtue
0,1038,0.8217612446738314,0.0279925364453811,all_virtue
0,1049,0.897102745613719,0.0557592257567448,all_virtue
0,1083,1.0297033876430053,0.0457498357256408,all_virtue
0,1115,0.8694988800585971,0.0600220737457275,all_virtue
0,1125,1.698770720092284,0.0544987876347186,all_virtue
0,1138,0.8294509362136532,0.0550319516225499,all_virtue
0,1143,1.2718779203892705,0.0404189049974083,all_virtue
0,1176,1.7178050169794337,0.0609151575104515,all_virtue
0,1189,1.168449457960384,0.066796518600091,all_virtue
0,1193,0.950866100470131,0.0424529121500745,all_virtue
0,1238,0.9272649260653492,0.0325863025433573,all_virtue
0,1266,0.8498582017071179,0.0287875624378211,all_virtue
0,1273,1.3446226164469983,0.0118362226635217,all_virtue
0,1301,1.137206762877387,0.0354759185455768,all_virtue
0,1344,1.272641215301876,0.0995858776569366,all_virtue
0,1406,1.0849864205304387,0.0537328545710479,all_virtue
0,1429,0.9076689067838994,0.0341905880176927,all_virtue
0,1431,1.92137076524182,0.0786035284235549,all_virtue
0,1433,1.9572713298859743,0.1002379447274506,all_virtue
0,1450,1.319481204791682,0.050256247476791,all_virtue
0,1455,1.1447745246556045,0.0165086985751986,all_virtue
0,1472,0.9892348030862128,0.0053704269230365,all_virtue
0,1518,0.8885256953086558,0.0317460910946829,all_virtue
0,1528,1.763428484217912,0.1487599934467944,all_virtue
0,1546,0.8364087885060962,0.0483769220698159,all_virtue
0,1558,2.089141643963413,0.2304926407258026,all_virtue
0,1562,0.9164171616698702,0.0409294691018876,all_virtue
0,1587,1.1531872879225271,0.0327405494796912,all_virtue
0,1588,0.8102017418655529,0.0267432423830032,all_virtue
0,1610,0.8259711665858116,0.0266348525498615,all_virtue
0,1671,1.014781737414966,0.0123824558705091,all_virtue
0,1712,0.972731687227078,0.0511562773706682,all_virtue
0,1737,1.0684736986456855,0.1466396554810926,all_virtue
0,1821,1.61568189280638,0.1042057230713544,all_virtue
0,1827,1.5072032682318126,0.01312285117805,all_virtue
0,1838,1.1186500470032388,0.0550397820917714,all_virtue
0,1840,0.8142272875218972,0.0390103138522536,all_virtue
0,1844,0.8435806905536561,0.0105639801528304,all_virtue
0,1909,1.2065166310874311,0.0835432785238372,all_virtue
0,1995,1.0109337870668471,0.0062186714708805,all_virtue
0,1999,0.889112508102474,0.0614022012527857,all_virtue
0,2026,0.9302209244857342,0.0394421004380856,all_virtue
0,2052,3.210817086484965,0.1497517579083796,all_virtue
0,2102,1.0138295763739915,0.0353506917217018,all_virtue
0,2115,1.1634037421762335,0.0725426186296972,all_virtue
0,2117,1.191001633045399,0.1118219086742246,all_virtue
0,2118,0.9318989903544036,0.0474018625171447,all_virtue
0,2131,0.9413676070695292,0.0411496400210016,all_virtue
0,2162,0.8654317521676721,0.0520576845729256,all_virtue
0,2179,0.8692279278166569,0.0561133026810712,all_virtue
0,2180,1.388206279550822,0.0558765175033477,all_virtue
0,2191,0.8507477905698119,0.0394772141368594,all_virtue
0,2205,0.9610949879992202,0.052223287535482,all_virtue
0,2219,0.9363849324619592,0.042167219971132,all_virtue
0,2227,1.2398448687135473,0.0490922307223081,all_virtue
0,2269,0.9526212847113396,0.0467844348013968,all_virtue
0,2289,1.5796957819154536,0.0832463781359838,all_virtue
0,2301,1.7763964715989942,0.0914413441202778,all_virtue
0,2306,0.8766716573089234,0.0303028448820114,all_virtue
0,2307,1.1461402069035898,0.0140522966235876,all_virtue
0,2320,0.8811167172054792,0.0477579463079673,all_virtue
0,2360,0.9064300821916412,0.0118761995015665,all_virtue
0,2362,1.035236763586932,0.0501687423283656,all_virtue
0,2411,0.8226354272235157,0.0142532981224358,all_virtue
0,2421,1.1459090006751873,0.0718821465975779,all_virtue
0,2498,0.8232040479245135,0.0145613379627466,all_virtue
0,2541,1.0576839993537903,0.0632213532613823,all_virtue
0,2550,1.0161736561097314,0.0606613411140569,all_virtue
0,2588,1.0078391770529205,0.0716687028767773,all_virtue
0,2600,0.8595398474965599,0.026341753461631,all_virtue
0,2625,0.9749344645472872,0.0232522833347138,all_virtue
0,2632,1.1339865753865874,0.0082952559739351,all_virtue
0,2655,0.8841098153039051,0.0203145421545486,all_virtue
0,2722,1.08114603887543,0.0475835849443101,all_virtue
0,2731,1.5032204299447116,0.0498523082938045,all_virtue
0,2740,0.8945162016279798,0.0461894054889198,all_virtue
0,2752,1.680614764470114,0.0582668045008031,all_virtue
0,2833,0.9863509428947408,0.0077873779088258,all_virtue
0,2899,0.8766112277048757,0.0406972490326006,all_virtue
0,2900,0.9729009766401104,0.0985789721223263,all_virtue
0,2905,0.8295752639442886,0.0098422134593129,all_virtue
0,2910,1.0678313322455557,0.0795712444167984,all_virtue
0,2921,0.861153527998734,0.0363945305119996,all_virtue
0,2925,0.8201520443423493,0.0295586670786142,all_virtue
0,2935,0.8559527370352731,0.0161879042685031,all_virtue
0,2940,1.142794298948598,0.0319524598270654,all_virtue
0,2967,1.2810398456279446,0.034148013433376,all_virtue
