combo,layer,neuron,v_activation,d_activation,u_activation
VD,9.0,2389.0,-0.020396724759251812,-0.06237716579478001,
VD,3.0,679.0,-0.03650637440418359,-0.07183794175926596,
VD,6.0,815.0,0.0028830039624735946,0.002479438380614738,
VD,1.0,2030.0,0.1030345541201532,0.0811049712576787,
VD,0.0,1019.0,-0.011796275740809506,-0.015784346031621682,
VD,4.0,1636.0,0.12959734126205877,-0.010359326300807879,
VD,1.0,2933.0,0.1321641608167265,0.012858342682360671,
VD,8.0,376.0,-0.04505883729085326,-0.03891234615445137,
VD,5.0,1106.0,0.07679240483324974,0.00897036959277466,
VD,5.0,2665.0,0.2770654657483101,0.28442246627807616,
VD,9.0,448.0,0.008227540196618066,-0.011067733702308033,
VD,6.0,3066.0,0.0523745132512704,-0.010013332064263523,
VD,8.0,632.0,-0.003955969111266313,0.012171559170608815,
VD,11.0,1958.0,0.06129043259690911,0.039596553853414665,
VD,3.0,2988.0,-0.044242210455238816,-0.0440652170968242,
VD,1.0,992.0,-0.04367666312563233,-0.0307501079752401,
VD,3.0,2103.0,-0.007676291782605403,0.015549893611780136,
VD,11.0,2205.0,0.0396058502359665,0.13063439873873722,
VD,3.0,1447.0,-0.017382508603768655,-0.03254898436521762,
VD,1.0,2142.0,-0.09869434717297554,-0.09943291860818863,
VD,3.0,1694.0,-0.07360764177516103,-0.058049538703635335,
VD,6.0,2257.0,0.015308863617363385,-0.03958151177619584,
VD,10.0,2874.0,-0.03712302941456437,-0.04512909644842148,
VD,8.0,2047.0,-0.02409651646623388,-0.05508888373360969,
VD,4.0,2184.0,0.037269822510112134,-0.012100835968223691,
VD,8.0,2950.0,-0.017855782185200952,0.00974382230604533,
VD,2.0,2223.0,0.05022808474698604,0.03700510467954518,
VD,2.0,2232.0,-0.06795679958583788,-0.09588503651274369,
VD,6.0,545.0,-0.06583645337319467,-0.0796643063989468,
VD,6.0,1210.0,0.07444337627693312,0.026497721998210183,
VD,5.0,162.0,0.014053770702448674,-0.0031577918309048983,
VD,7.0,2603.0,0.05487526137146051,0.06934888107486768,
VD,5.0,1748.0,-0.02082670538829552,-0.017167722582569694,
VD,4.0,746.0,-0.014091158255003393,-0.01349485951755196,
VD,11.0,605.0,0.12251622135285288,0.12614770448347554,
VD,2.0,2762.0,-0.06399041099101305,-0.06491022632271051,
VD,7.0,891.0,-0.08492492091655732,-0.09246726275980473,
VD,11.0,2173.0,1.2427452828884125,1.3492346931695938,
VD,9.0,1108.0,0.025810835988078908,0.050904044155962766,
VD,3.0,2736.0,-0.056315398681908845,-0.056453748010098934,
VD,0.0,623.0,0.41184098887443543,0.4228429934978485,
VD,7.0,909.0,0.2251962030804716,0.017367617498966866,
VD,6.0,2908.0,0.1655835157589754,0.13118198949028737,
VD,11.0,1800.0,0.18308202720806002,0.11509880372136831,
VD,8.0,730.0,-0.0016149841766746249,-0.04256854060645855,
VD,6.0,2508.0,0.11344451270197169,0.0011948387628654019,
VD,3.0,1289.0,0.017616293766885064,-0.047877365470281805,
VD,5.0,1240.0,0.1730367591008544,0.13697205669805407,
VD,6.0,1205.0,0.0160786829269382,0.006989596075126428,
VD,10.0,928.0,0.6059377326965332,0.5276517599821091,
VD,11.0,326.0,-0.02649862569678089,-0.021525171928413328,
VD,2.0,2483.0,-0.05116756459698081,-0.045698290754109624,
VD,11.0,2550.0,0.20239236693643034,0.1509564584540203,
VD,5.0,2390.0,0.0408358321642736,0.14402031144336797,
VD,10.0,1840.0,0.1259645834916737,0.11902642852632561,
VD,7.0,1524.0,-0.02299330626349547,0.00908152855328808,
VD,10.0,2087.0,0.2645112263886258,0.24124759342195465,
VD,9.0,1970.0,-0.05707525368433562,-0.06071533324895426,
VD,6.0,2373.0,0.1621685787178576,0.06448906393069774,
VD,10.0,110.0,0.0980947711180197,0.022239505831923453,
VD,2.0,1427.0,-0.009137777359224856,-0.009132989691570401,
VD,6.0,1061.0,0.09504656265693484,0.05296733736005262,
VD,5.0,2893.0,-0.011306171922407885,-0.01990828374226112,
VD,0.0,609.0,-0.03401329814712517,-0.04517988446820527,
VD,9.0,676.0,-0.08938234167546034,-0.07945396295376123,
VD,10.0,1458.0,0.08133436865983094,0.04899564181489404,
VD,8.0,204.0,-0.015350764043148956,-0.02103792099931161,
VD,1.0,2532.0,0.0317706717406545,0.01657792552257888,
VD,6.0,423.0,0.16202559358999133,0.07348702849360415,
VD,7.0,2054.0,-0.015593107649998274,-0.03369601746709668,
VD,4.0,3059.0,0.23235330985113978,0.20739042463898658,
VD,6.0,688.0,-0.033754642111598517,-0.015289552584465127,
VD,6.0,2912.0,-5.2875561523251234e-05,0.0012110558191343443,
VD,6.0,2256.0,-0.05220226695209567,-0.06309886681655189,
VD,6.0,2741.0,-0.07131322034166078,-0.023962589945236687,
VD,2.0,663.0,-0.030650216601788998,-0.03166969374762266,
VD,4.0,2430.0,0.12169436441361904,0.12601832646876573,
VD,9.0,1700.0,0.14294565010482985,0.03756811177963391,
VD,10.0,1161.0,0.06381637253041844,0.07860874356573913,
VD,11.0,748.0,0.04954587397279101,0.00720206206094008,
VD,1.0,2424.0,0.049143073791638014,0.05754363186843693,
VD,0.0,321.0,-0.11689626930654048,-0.11822860802710056,
VD,4.0,956.0,0.04342358992784284,-0.042097228884813376,
VD,11.0,1669.0,-0.018758218247879994,0.09523574066825677,
VD,1.0,2918.0,0.1151905092857778,0.09843532845471055,
VD,10.0,532.0,-0.01191341014765203,-0.011453463141806423,
VD,5.0,17.0,0.0657028514752892,0.04293983204857796,
VD,5.0,1576.0,0.021431304998521226,0.009747633569611934,
VD,8.0,3070.0,-0.008658476927608717,-0.05423360958305784,
VD,1.0,303.0,0.016219623647673872,0.027015762037379317,
VD,7.0,2687.0,0.047890274023404344,0.027818004080909304,
VD,3.0,1414.0,-0.05899947649240494,-0.06202747742598876,
VD,11.0,204.0,0.03697774121817202,0.021689111205058,
VD,4.0,1248.0,-0.00011512284621130676,0.01979980797288954,
VD,11.0,1763.0,0.05382724215474445,0.021758926875234466,
VD,6.0,2480.0,-0.0717540185640537,-0.06847843201749493,
VD,0.0,1125.0,0.07367987769395404,0.051954719212837515,
VD,7.0,2305.0,-0.07236184047907591,-0.07911984453164041,
VD,1.0,159.0,-0.01409328806673875,-0.0187161819524772,
VD,4.0,2645.0,-0.021314063580706716,-0.020635713240131737,
VD,3.0,2829.0,0.0056024733065860345,-0.028779891207290346,
VD,10.0,2450.0,0.19595897603873164,0.08282182979932987,
VD,5.0,1212.0,0.03405113290464942,-0.015019057715966483,
VD,0.0,2940.0,0.19642417988181113,0.1961896143257618,
VD,8.0,2288.0,-0.04316192197042437,-0.05954895577940624,
VD,4.0,1342.0,0.013752600316598546,-0.03795282846770715,
VD,8.0,1870.0,0.17835217529232614,-0.0052128828748245724,
VD,4.0,2007.0,-0.05360092020023149,-0.03372395823284751,
VD,1.0,1992.0,-0.09794233586639166,-0.0912162368670106,
VD,7.0,602.0,0.1572402116589801,0.0903699415042065,
VD,8.0,994.0,0.07318214959715261,-0.05026258627837524,
VD,6.0,2107.0,0.26474445429444315,0.13428158934158274,
VD,4.0,48.0,0.019151498684252147,-0.020836961775406962,
VD,10.0,527.0,-0.08367656273394823,-0.0884958597868681,
VD,4.0,2290.0,0.01795850835251622,-0.0461403215356404,
VD,2.0,2747.0,-0.002415390199748799,-0.0023909406713210047,
VD,7.0,449.0,0.0752634696669702,0.01921761517372215,
VD,11.0,2158.0,0.05800633110548369,-0.009634090398438275,
VD,9.0,2225.0,0.23649568018573336,0.14319767681672238,
VD,1.0,307.0,-0.08844988876301796,-0.07402869149367325,
VD,9.0,1578.0,-0.0208140883083106,-0.062318458542053125,
VD,1.0,1448.0,0.058241539375972935,0.0685828709451016,
VD,4.0,825.0,-0.003573170585092157,-0.0035369047853164373,
VD,8.0,1115.0,0.06424098363472149,0.08035967305416125,
VD,7.0,732.0,0.016461863460121094,0.011657517598767299,
VD,3.0,1247.0,-0.02701110602170229,0.01142724945396185,
VD,1.0,172.0,-0.0766283648610115,-0.075874622695148,
VD,6.0,516.0,-0.07647012155503034,-0.07908421394228936,
VD,3.0,1521.0,-0.026618341183871963,-0.01787207217598916,
VD,4.0,681.0,-0.054561456076800824,-0.05807236491888761,
VD,11.0,302.0,0.07899747824076621,-0.03153485729233944,
VD,6.0,98.0,-0.02411667791646323,-0.04044744464958785,
VD,7.0,1909.0,0.20628159958822653,-0.03760387401736807,
VD,6.0,2084.0,-0.07149034631997347,-0.09020187769643963,
VD,6.0,2102.0,0.028897189505805727,0.020379922405129036,
VD,7.0,606.0,0.07319851532502798,-0.04673913009237731,
VD,4.0,2267.0,-0.09652470275759698,-0.09104301702976227,
VD,2.0,738.0,-0.005593455157621065,-0.016933001778525067,
VD,2.0,1403.0,0.0222010156166798,0.0016756771412474337,
VD,9.0,2867.0,0.04616849884048133,0.07676129820532515,
VD,1.0,531.0,-0.02317684084516077,-0.016975265905741253,
VD,7.0,700.0,-0.03353347041612142,-0.008179846033628565,
VD,8.0,1339.0,-0.04279504280310721,-0.04529396804776843,
VD,5.0,510.0,0.040745992794458286,-6.61591801326722e-05,
VD,4.0,1058.0,0.04161902647763418,0.029053234228773362,
VD,6.0,1140.0,-0.013778121782044763,-0.015417569816971082,
VD,0.0,1344.0,1.7175350279808044,1.7176834623813628,
VD,0.0,1115.0,1.7358726942539215,1.777055823802948,
VD,9.0,1429.0,0.0666991456215037,-0.002335317221528385,
VD,3.0,1278.0,-0.05451829318702221,-0.04464570542424917,
VD,0.0,953.0,-0.03761615356575931,-0.04938658345261501,
VD,6.0,520.0,-0.08360562826693058,-0.07884803993999959,
VD,6.0,2079.0,-0.055523949958384035,-0.054760987900197504,
VD,8.0,548.0,0.2232330669350922,0.14358471954148264,
VD,4.0,2244.0,-0.06347040772112086,-0.08853678541677072,
VD,2.0,248.0,-0.03133895441889763,-0.030561271706596015,
VD,6.0,2591.0,0.19032365019898861,-0.01879519015783444,
VD,1.0,2912.0,0.026095219667549827,0.012475204968082835,
VD,1.0,2256.0,-0.07644712497430738,-0.061154022954637184,
VD,6.0,385.0,-0.02099377427290892,-0.060836069332435724,
VD,3.0,2046.0,-0.06223364577442408,-0.05781912778317928,
VD,0.0,162.0,-0.0011533445418808698,-0.00025376667753334914,
VD,7.0,1104.0,0.016193813844605755,-0.03389835692854831,
VD,5.0,1561.0,0.07651258252412663,0.0805013563974644,
VD,6.0,1526.0,-0.04564737600722583,0.0036975566033506766,
VD,4.0,3012.0,-0.02240754124513478,0.012988641439144886,
VD,1.0,1856.0,0.01912278465658892,0.005377155407863939,
VD,1.0,2094.0,0.14449733291566372,0.1407927748709917,
VD,2.0,598.0,-0.04704654502077028,-0.04454513552753087,
VD,1.0,1209.0,0.07550430085486733,0.028682785808639893,
VD,2.0,2831.0,-0.05778559516370296,-0.05831861843913794,
VD,1.0,2777.0,-0.06984592617303133,-0.05812982662394643,
VD,2.0,1281.0,0.056954853675380036,0.042075516751006944,
VD,2.0,2840.0,0.024336745084554422,0.0198938773822847,
VD,8.0,2255.0,-0.045733806823962365,-0.02798379270697478,
VD,9.0,94.0,0.01800906639918685,0.013995436500612414,
VD,0.0,2498.0,-0.11733279643207789,-0.11172829782217741,
VD,0.0,2925.0,0.18712834100425244,0.22438984650373459,
VD,6.0,2065.0,-0.019257177560706624,-0.00035888905491447074,
VD,7.0,2784.0,0.07891150348400697,0.024462612273404374,
VD,8.0,2758.0,-0.06829409073293209,-0.07703781163692475,
VD,1.0,656.0,-0.06224867510050535,-0.061310581237077715,
VD,10.0,494.0,0.07624677406047704,0.07472068814640079,
VD,1.0,903.0,-0.006071909744292498,-0.006374702390283346,
VD,11.0,795.0,0.21037147258705227,0.17589906428515678,
VD,2.0,1393.0,-0.02115059933066368,-0.017445336489006875,
VD,3.0,702.0,0.08455958898109384,0.08879310683661606,
VD,7.0,852.0,0.24180865259468556,0.22725483990297654,
VD,3.0,1367.0,-0.056674704730510714,-0.06385427416115999,
VD,7.0,425.0,0.008337985074911557,0.022374569723411696,
VD,4.0,1192.0,-0.04860260553877015,-0.033982868751907515,
VD,11.0,157.0,0.016768276170711034,-0.0003649206018235418,
VD,7.0,1108.0,-0.011163650883128866,0.022014118500534096,
VD,10.0,2574.0,0.03073180773400236,-0.009840908212805517,
VD,8.0,664.0,-0.021739430557419837,-0.03243496587270056,
VD,10.0,1927.0,-0.054206513613578866,-0.06628067160292994,
VD,8.0,673.0,-0.07070747690892312,-0.054669639735249805,
VD,7.0,2267.0,0.2010791467130184,0.12894313008710742,
VD,0.0,2655.0,-0.0790684882197529,-0.07740914523042738,
VD,1.0,3019.0,0.019282196865373406,0.013825662371280486,
VD,3.0,2391.0,-0.041123472314327954,-0.04540086707100272,
VD,8.0,520.0,-0.09652385916560888,-0.09984358602762222,
VD,1.0,1289.0,-0.03712172327569351,-0.03205816931789741,
VD,4.0,904.0,0.026693584562352043,0.020272921697600397,
VD,6.0,986.0,0.03357534542470239,0.019608738661569078,
VD,6.0,2972.0,0.06791407115466427,0.03045752998086391,
VD,7.0,573.0,0.004672934518310285,0.020745823730539997,
VD,3.0,2000.0,-0.0583145081353141,-0.019471349666418974,
VD,0.0,2102.0,0.0060853181677957766,0.02415986557694123,
VD,6.0,1251.0,0.10602689541806466,0.07188215458460036,
VD,0.0,1455.0,-0.09864873672276735,-0.10586630336940289,
VD,2.0,732.0,0.12085539356991648,0.11969598735496402,
VD,7.0,182.0,-0.011830277348133677,-0.029250272576231508,
VD,4.0,522.0,0.019495202823134605,-0.010527959370054305,
VD,11.0,3023.0,-0.03144664902412478,-0.06319267105247946,
VD,10.0,1230.0,0.10167546427028719,0.06504319036870583,
VD,10.0,1239.0,0.0735118304839125,0.0066473052024666685,
VD,4.0,778.0,-0.07626898353546858,-0.08234757864102721,
VD,7.0,20.0,-0.050297567445784806,-0.052288554905448106,
VD,7.0,447.0,0.20346046046167612,0.09196835657354677,
VD,0.0,2632.0,-0.12742583075165748,-0.12776161274313927,
VD,11.0,417.0,0.020663689893728587,-0.0003071812624748418,
VD,3.0,2795.0,-0.0041695318219717595,-0.029399760729214904,
VD,8.0,277.0,0.009774180664273444,-0.02501853383926209,
VD,5.0,1663.0,0.02770971275278134,0.010741007882810663,
VD,5.0,2993.0,0.01935355411883211,0.025596004709746923,
VD,10.0,695.0,-0.01838992578649959,0.0034045434049039614,
VD,3.0,2404.0,-0.060495943453162906,-0.03792034285986301,
VD,6.0,2967.0,0.004176145122546587,0.027124514413648285,
VD,8.0,771.0,0.04344017700180848,0.08172574582093511,
VD,3.0,1986.0,-0.06986680753156543,-0.08393098843842745,
VD,10.0,2034.0,0.14979996317159386,0.10472056970884615,
VD,11.0,2753.0,0.0202537205707049,0.03802117346180603,
VD,4.0,2476.0,-0.03182538479233517,-0.0465606826316216,
VD,0.0,1450.0,0.06725349869264756,0.0453393897471251,
VD,9.0,2847.0,0.12998427000115043,0.004605651714766281,
VD,8.0,2375.0,0.03025139507825952,-0.029737853414495474,
VD,10.0,1652.0,0.06606619621673598,0.04648070290440228,
VD,10.0,340.0,0.018727521089022047,-0.016559514069580474,
VD,10.0,2802.0,0.025294425235129894,-0.030515021633571452,
VD,3.0,548.0,-0.04319491332396865,-0.04372667391225696,
VD,0.0,659.0,-0.03758815807965584,-0.037646789124788485,
VD,4.0,391.0,0.028289935899185367,-0.005776305839077395,
VD,10.0,1755.0,0.12997944960230962,0.21750764122838154,
VD,6.0,729.0,0.020833099331066477,-0.002139669030206278,
VD,4.0,2880.0,0.005496682894648984,0.044052905402696525,
VD,3.0,1087.0,0.015335161871182208,-0.012226696568599437,
VD,2.0,704.0,0.01642051310156239,0.017033667523937767,
VD,5.0,611.0,-0.008357825522067288,-0.029568707316095243,
VD,8.0,1022.0,-0.0309557420254132,-0.05852900565764867,
VD,1.0,897.0,0.05382967347570229,0.007263527601360693,
VD,4.0,265.0,0.006206118595524458,-0.041468450608022976,
VD,2.0,1378.0,-0.02710460565984249,-0.025647165089845658,
VD,11.0,2101.0,0.13181008418789134,0.09477972271549516,
VD,10.0,299.0,0.15087943947454915,-0.02084518778389611,
VD,6.0,2571.0,0.015898403184568453,-0.06192909006401896,
VD,4.0,2718.0,0.1236039809124777,0.106069000876043,
VD,3.0,2255.0,-0.04670863507315517,-0.045972989045083526,
VD,4.0,94.0,0.014780026329681277,-0.01746301961923018,
VD,0.0,142.0,0.2675350030660629,0.26369621165096757,
VD,4.0,759.0,-0.05859642663598061,-0.05050651818141341,
VD,11.0,2366.0,0.08008595813543071,0.10711123436640264,
VD,5.0,1114.0,-0.05000224752072245,-0.010613100629881956,
VD,7.0,2890.0,-0.014577230847557075,0.032293236746802,
VD,11.0,1948.0,0.08212400872836588,0.014776205669972115,
VD,1.0,2968.0,0.05934245267580263,0.07581457923316338,
VD,4.0,2336.0,-0.055838502749800685,-0.0591032672226429,
VD,9.0,2689.0,0.05283840487931593,0.020558489737088168,
VD,8.0,231.0,0.052833890211506515,-0.007853690006333637,
VD,8.0,658.0,0.07352023513789754,0.042481012859563634,
VD,5.0,723.0,0.04825793927640189,-0.0059605009413644435,
VD,11.0,1975.0,-0.014479533924954012,-0.03770332546962891,
VD,1.0,2330.0,0.23617777597904205,0.22280768452584743,
VD,7.0,949.0,0.04541670461157628,-0.04068807365209796,
VD,11.0,7.0,0.00993102416335023,-0.06300534859579056,
VD,1.0,2824.0,-0.0005527750314695368,-0.01352999345799617,
VD,10.0,1759.0,0.039537396461571915,-0.06498567238723627,
VD,7.0,1861.0,0.058252776387904305,0.003748349085333757,
VD,11.0,263.0,-0.05627171058580279,-0.05070131647912785,
VD,5.0,341.0,0.05342069640930276,0.020991070289164783,
VD,1.0,636.0,-0.00544825452612713,-0.005206337437964976,
VD,5.0,2812.0,-0.06515983821079135,-0.07376963447593153,
VD,0.0,2752.0,0.024096866396692347,-0.0010213724154455122,
VD,11.0,1431.0,0.15459791871672496,0.062291173813602656,
VD,4.0,2048.0,0.10161966820393718,0.06834166887417814,
VD,6.0,571.0,-0.026875047730558436,-0.038574632393661885,
VD,9.0,2819.0,0.08655611635174136,0.01841397266171407,
VD,1.0,1130.0,-0.06661968392139533,-0.07591487528989091,
VD,4.0,1163.0,-0.03474160436964303,-0.04560406353016151,
VD,6.0,3042.0,-0.008609587160186493,-0.04589126992732054,
VD,2.0,308.0,-0.01869483967591077,-0.016958150073885916,
VD,9.0,2428.0,-0.05393178272945806,-0.06630227127663965,
VD,9.0,2010.0,-0.029286781793285626,-0.033102508636413404,
VD,8.0,2194.0,0.045029923590642285,-0.014402059456973803,
VD,6.0,854.0,0.08223488342776546,-0.025324000787572003,
VD,1.0,2981.0,-0.028977269536699168,-0.019678910965274552,
VD,1.0,766.0,0.024341768338177645,0.020851960133913962,
VD,9.0,2046.0,-0.05315243639051914,-0.049966785490512845,
VD,1.0,1013.0,-0.024681693913546042,-0.023380120986694237,
VD,5.0,1630.0,-0.0006955244006239809,-0.05461209661837984,
VD,9.0,69.0,-0.015279887087614043,-0.025036160321753414,
VD,7.0,764.0,-0.02786270510178292,0.03306789943237527,
VD,7.0,1200.0,-0.05094753867387772,-0.06461430843919516,
VD,4.0,2861.0,-0.058220121666789054,-0.0553033744096756,
VD,7.0,117.0,0.05860519439494237,0.07124858111317735,
VD,9.0,2549.0,-0.07746370459743776,-0.07675885284761898,
VD,11.0,2720.0,0.485152731359005,0.5391610009670258,
VD,0.0,752.0,-0.1258290080279112,-0.12680065220594405,
VD,9.0,1246.0,-0.03134730152803968,-0.029565077516803286,
VD,8.0,2989.0,0.15434665616962592,0.22527048413455486,
VD,3.0,1562.0,-0.0665993790924549,-0.07068549023941159,
VD,7.0,2615.0,0.1185784244153183,0.035255428874399516,
VD,5.0,848.0,0.1301301754011074,0.10470528338430449,
VD,5.0,1513.0,0.18448995197564363,0.1316352113895118,
VD,3.0,686.0,-0.043982907828765745,-0.038349868543213234,
VD,4.0,758.0,0.1400906294733286,0.14802625830471516,
VD,2.0,3021.0,0.12237379125785082,0.1422348332083784,
VD,2.0,1718.0,-0.10580082317441702,-0.09683356414735317,
VD,9.0,2517.0,0.25433321884647014,0.26999802954122426,
VD,8.0,2710.0,-0.025752042634412647,-0.027774484337540345,
VD,10.0,1996.0,-0.061765230550896374,-0.04066567663783644,
VD,7.0,2336.0,-0.049330671070798415,-0.04420177439408144,
VD,2.0,671.0,-0.04580560291185975,-0.05440574974194169,
VD,0.0,1821.0,0.010063772657420486,-0.05267848112640422,
VD,3.0,2860.0,-0.05521139140287414,-0.06433352401456796,
VD,4.0,2447.0,0.019684726338586186,0.01668650148389861,
VD,7.0,1689.0,0.03905466112436989,-0.00396491717628669,
VD,3.0,654.0,-0.07555372935533523,-0.06951076360046864,
VD,1.0,446.0,-0.07832329177111387,-0.07729279308766127,
VD,10.0,284.0,-0.061635819617658856,-0.07564763812720776,
VD,3.0,1328.0,-0.04811905670509441,-0.021852518093714024,
VD,6.0,570.0,0.0357540731166373,0.021240572201786562,
VD,9.0,3056.0,-0.04147228768601781,-0.020566687234153506,
VD,6.0,1235.0,0.20058588275685907,0.06148600323023857,
VD,5.0,1081.0,-0.019714601947955088,-0.03088762130611576,
VD,6.0,808.0,0.0028920223352033644,0.021191631456662436,
VD,2.0,1848.0,-0.09734481015242637,-0.08801929097622634,
VD,10.0,2099.0,0.08198272513560369,-0.03235874961259833,
VD,6.0,2147.0,0.27985342244803907,0.14489857995137573,
VD,3.0,2487.0,-0.07148443957790733,-0.06598639416112564,
VD,5.0,1764.0,0.08069883501087316,-0.01216906797932461,
VD,6.0,1491.0,0.026306509076734073,-0.00702446389299439,
VD,11.0,374.0,0.4500871078670025,0.3225915236622095,
VD,4.0,1656.0,-0.05161959590762854,-0.0488646902628243,
VD,8.0,625.0,0.13208811369389878,-0.013914964137133211,
VD,1.0,1879.0,0.09258960347622633,0.0448475012575509,
VD,1.0,1223.0,-0.011676090898588882,-0.055976939387313907,
VD,11.0,877.0,0.18247408261150122,0.25140703208360354,
VD,7.0,1163.0,-0.04236740126501536,-0.05167266975919483,
VD,1.0,1906.0,0.03008500626713794,0.01116834736756573,
VD,4.0,2833.0,0.002999641915608663,-0.046224804956036675,
VD,10.0,1308.0,-0.015991200087533797,-0.01982663112191949,
VD,11.0,1798.0,-0.06597096061334014,-0.061100102186203,
VD,4.0,2424.0,0.04428176113196241,0.002814585163774609,
VD,3.0,1952.0,-0.06287292206287384,-0.061848558612167835,
VD,1.0,2171.0,-0.04443419924253976,-0.055869126142009916,
VD,6.0,2515.0,-0.08179610147234052,-0.08803351915348322,
VD,1.0,2409.0,0.07562854270923344,0.08112028389499755,
VD,9.0,2121.0,-0.00851813590762322,0.005039726395742037,
VD,11.0,495.0,0.23885079715633764,0.08265450128434168,
VD,5.0,2806.0,-0.0325166385389457,-0.03607600019412348,
VD,6.0,2780.0,0.011276657028938644,-0.017227261962892954,
VD,7.0,1940.0,0.026592015237012673,0.013729838747804025,
VD,6.0,138.0,-0.01762697305732581,-0.028148975220916327,
VD,6.0,3018.0,-0.05409199813753367,-0.057336494117975235,
VD,3.0,896.0,0.004369234544719802,0.014258401570739807,
VD,6.0,1468.0,0.1552236565698695,0.15751974070809957,
VD,1.0,2683.0,0.07673431328008883,0.08840437577047851,
VD,2.0,1605.0,0.08897021914474317,0.05675343076340505,
VD,6.0,1980.0,0.03487759843078675,0.0222590823067585,
VD,7.0,2043.0,0.049778606964973736,0.046679482877181724,
VD,11.0,2193.0,0.0761710328299232,-0.02260567918495508,
VD,6.0,677.0,0.059871054406045,0.03291488322865917,
VD,11.0,1775.0,-0.017032821964079632,-0.054357107580828595,
VD,8.0,2026.0,0.026347182512574365,0.01190854668049724,
